A Sharp (.NET)		
A-0 System		
Axum (programming language)		
B (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/BCPL"" title=""BCPL"">BCPL</a>, <a href=""/wiki/PL/I"" title=""PL/I"">PL/I</a>, <a href=""/wiki/TMG_(language)"" title=""TMG (language)"">TMG</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a></td></tr>]"
Babbage (programming language)		"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/BCPL"" title=""BCPL"">BCPL</a></td></tr>]"
Ballerina (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a class=""mw-redirect"" href=""/wiki/Javascript_(programming_language)"" title=""Javascript (programming language)"">Javascript</a>, <a href=""/wiki/Go_(programming_language)"" title=""Go (programming language)"">Go</a>, <a href=""/wiki/Rust_(programming_language)"" title=""Rust (programming language)"">Rust</a>, <a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#<sup class=""reference"" id=""cite_ref-4""></sup></a><a href=""#cite_note-4"">[4]</a></td></tr>]"	
Bash (Unix shell)		
BASIC	"[<tr><td class=""infobox-full-data"" colspan=""2""><div class=""hlist hlist-separated"">
<ul><li><a href=""/wiki/ALGOL_60"" title=""ALGOL 60"">ALGOL 60</a></li>
<li><a href=""/wiki/Fortran"" title=""Fortran"">FORTRAN II</a></li>
<li><a href=""/wiki/JOSS"" title=""JOSS"">JOSS</a></li></ul>
</div></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><div class=""hlist hlist-separated"">
<ul><li><a href=""/wiki/COMAL"" title=""COMAL"">COMAL</a></li>
<li><a href=""/wiki/Visual_Basic_(classic)"" title=""Visual Basic (classic)"">Visual Basic</a></li>
<li><a href=""/wiki/Visual_Basic_.NET"" title=""Visual Basic .NET"">Visual Basic .NET</a></li>
<li><a href=""/wiki/GRASS_(programming_language)"" title=""GRASS (programming language)"">GRASS</a></li></ul>
</div></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/BASIC_Programming"" title=""wikibooks:BASIC Programming"">BASIC Programming</a> at Wikibooks</li></ul>
</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><div class=""hlist hlist-separated"">
<ul><li><a href=""/wiki/COMAL"" title=""COMAL"">COMAL</a></li>
<li><a href=""/wiki/Visual_Basic_(classic)"" title=""Visual Basic (classic)"">Visual Basic</a></li>
<li><a href=""/wiki/Visual_Basic_.NET"" title=""Visual Basic .NET"">Visual Basic .NET</a></li>
<li><a href=""/wiki/GRASS_(programming_language)"" title=""GRASS (programming language)"">GRASS</a></li></ul>
</div></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/BASIC_Programming"" title=""wikibooks:BASIC Programming"">BASIC Programming</a> at Wikibooks</li></ul>
</td></tr>]"
Batch file		
bc (programming language)		
BCPL	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/CPL_(programming_language)"" title=""CPL (programming language)"">CPL</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/B_(programming_language)"" title=""B (programming language)"">B</a>, <a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a>, <a href=""/wiki/Go_(programming_language)"" title=""Go (programming language)"">Go</a><sup class=""reference"" id=""cite_ref-hgophers_2-0""><a href=""#cite_note-hgophers-2"">[2]</a></sup></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/B_(programming_language)"" title=""B (programming language)"">B</a>, <a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a>, <a href=""/wiki/Go_(programming_language)"" title=""Go (programming language)"">Go</a><sup class=""reference"" id=""cite_ref-hgophers_2-0""><a href=""#cite_note-hgophers-2"">[2]</a></sup></td></tr>]"
BeanShell	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/JavaScript"" title=""JavaScript"">JavaScript</a>, <a href=""/wiki/Perl"" title=""Perl"">Perl</a></td></tr>]"	
BETA (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Simula"" title=""Simula"">Simula</a></td></tr>]"	
BLISS	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ALGOL"" title=""ALGOL"">ALGOL</a></td></tr>]"	
Blockly		
BlooP and FlooP		
Boo (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Genie_(programming_language)"" title=""Genie (programming language)"">Genie</a>, <a href=""/wiki/Vala_(programming_language)"" title=""Vala (programming language)"">Vala</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Genie_(programming_language)"" title=""Genie (programming language)"">Genie</a>, <a href=""/wiki/Vala_(programming_language)"" title=""Vala (programming language)"">Vala</a></td></tr>]"
Boomerang (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/OCaml"" title=""OCaml"">OCaml</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/XSLT"" title=""XSLT"">XSLT</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/XSLT"" title=""XSLT"">XSLT</a></td></tr>]"
Bosque (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/JavaScript"" title=""JavaScript"">JavaScript</a>, <a href=""/wiki/TypeScript"" title=""TypeScript"">TypeScript</a>, <a href=""/wiki/ML_(programming_language)"" title=""ML (programming language)"">ML</a></td></tr>]"	
C (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/B_(programming_language)"" title=""B (programming language)"">B</a> (<a href=""/wiki/BCPL"" title=""BCPL"">BCPL</a>, <a href=""/wiki/CPL_(programming_language)"" title=""CPL (programming language)"">CPL</a>), <a href=""/wiki/ALGOL_68"" title=""ALGOL 68"">ALGOL 68</a>,<sup class=""reference"" id=""cite_ref-dottcl_1_4-0""><a href=""#cite_note-dottcl_1-4"">[4]</a></sup> <a href=""/wiki/Assembly_language"" title=""Assembly language"">assembly</a>, <a href=""/wiki/PL/I"" title=""PL/I"">PL/I</a>, <a class=""mw-redirect"" href=""/wiki/FORTRAN"" title=""FORTRAN"">FORTRAN</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Category:C_programming_language_family"" title=""Category:C programming language family"">Numerous</a>: <a href=""/wiki/AMPL"" title=""AMPL"">AMPL</a>, <a href=""/wiki/AWK"" title=""AWK"">AWK</a>, <a href=""/wiki/C_shell"" title=""C shell"">csh</a>, <a href=""/wiki/C%2B%2B"" title=""C++"">C++</a>, <a href=""/wiki/C--"" title=""C--"">C--</a>, <a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/Objective-C"" title=""Objective-C"">Objective-C</a>, <a href=""/wiki/D_(programming_language)"" title=""D (programming language)"">D</a>, <a href=""/wiki/Go_(programming_language)"" title=""Go (programming language)"">Go</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/JavaScript"" title=""JavaScript"">JavaScript</a>, <a href=""/wiki/JS%2B%2B"" title=""JS++"">JS++</a>, <a href=""/wiki/Julia_(programming_language)"" title=""Julia (programming language)"">Julia</a>, <a href=""/wiki/Limbo_(programming_language)"" title=""Limbo (programming language)"">Limbo</a>, <a class=""mw-redirect"" href=""/wiki/LPC_(programming_language)"" title=""LPC (programming language)"">LPC</a>, <a href=""/wiki/Perl"" title=""Perl"">Perl</a>, <a href=""/wiki/PHP"" title=""PHP"">PHP</a>, <a class=""mw-redirect"" href=""/wiki/Pike_(programming_language)"" title=""Pike (programming language)"">Pike</a>, <a class=""mw-redirect"" href=""/wiki/Processing_(programming_language)"" title=""Processing (programming language)"">Processing</a>, <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a>, <a href=""/wiki/Rust_(programming_language)"" title=""Rust (programming language)"">Rust</a>, <a href=""/wiki/Seed7"" title=""Seed7"">Seed7</a>, <a href=""/wiki/Vala_(programming_language)"" title=""Vala (programming language)"">Vala</a>, <a href=""/wiki/Verilog"" title=""Verilog"">Verilog</a> (HDL),<sup class=""reference"" id=""cite_ref-vinsp_5-0""><a href=""#cite_note-vinsp-5"">[5]</a></sup> <a href=""/wiki/Nim_(programming_language)"" title=""Nim (programming language)"">Nim</a>, <a href=""/wiki/Zig_(programming_language)"" title=""Zig (programming language)"">Zig</a></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/C_Programming"" title=""wikibooks:C Programming"">C Programming</a> at Wikibooks</li></ul>
</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Category:C_programming_language_family"" title=""Category:C programming language family"">Numerous</a>: <a href=""/wiki/AMPL"" title=""AMPL"">AMPL</a>, <a href=""/wiki/AWK"" title=""AWK"">AWK</a>, <a href=""/wiki/C_shell"" title=""C shell"">csh</a>, <a href=""/wiki/C%2B%2B"" title=""C++"">C++</a>, <a href=""/wiki/C--"" title=""C--"">C--</a>, <a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/Objective-C"" title=""Objective-C"">Objective-C</a>, <a href=""/wiki/D_(programming_language)"" title=""D (programming language)"">D</a>, <a href=""/wiki/Go_(programming_language)"" title=""Go (programming language)"">Go</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/JavaScript"" title=""JavaScript"">JavaScript</a>, <a href=""/wiki/JS%2B%2B"" title=""JS++"">JS++</a>, <a href=""/wiki/Julia_(programming_language)"" title=""Julia (programming language)"">Julia</a>, <a href=""/wiki/Limbo_(programming_language)"" title=""Limbo (programming language)"">Limbo</a>, <a class=""mw-redirect"" href=""/wiki/LPC_(programming_language)"" title=""LPC (programming language)"">LPC</a>, <a href=""/wiki/Perl"" title=""Perl"">Perl</a>, <a href=""/wiki/PHP"" title=""PHP"">PHP</a>, <a class=""mw-redirect"" href=""/wiki/Pike_(programming_language)"" title=""Pike (programming language)"">Pike</a>, <a class=""mw-redirect"" href=""/wiki/Processing_(programming_language)"" title=""Processing (programming language)"">Processing</a>, <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a>, <a href=""/wiki/Rust_(programming_language)"" title=""Rust (programming language)"">Rust</a>, <a href=""/wiki/Seed7"" title=""Seed7"">Seed7</a>, <a href=""/wiki/Vala_(programming_language)"" title=""Vala (programming language)"">Vala</a>, <a href=""/wiki/Verilog"" title=""Verilog"">Verilog</a> (HDL),<sup class=""reference"" id=""cite_ref-vinsp_5-0""><a href=""#cite_note-vinsp-5"">[5]</a></sup> <a href=""/wiki/Nim_(programming_language)"" title=""Nim (programming language)"">Nim</a>, <a href=""/wiki/Zig_(programming_language)"" title=""Zig (programming language)"">Zig</a></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/C_Programming"" title=""wikibooks:C Programming"">C Programming</a> at Wikibooks</li></ul>
</td></tr>]"
C--	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a></td></tr>]"	
C++	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Ada_(programming_language)"" title=""Ada (programming language)"">Ada</a>, <a href=""/wiki/ALGOL_68"" title=""ALGOL 68"">ALGOL 68</a>,<sup class=""reference"" id=""cite_ref-history-cpp-paper_1-0""><a href=""#cite_note-history-cpp-paper-1"">[1]</a></sup> <a href=""/wiki/BCPL"" title=""BCPL"">BCPL</a>,<sup class=""reference"" id=""cite_ref-cppcon21_bj_2-0""><a href=""#cite_note-cppcon21_bj-2"">[2]</a></sup> <a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a>, <a href=""/wiki/CLU_(programming_language)"" title=""CLU (programming language)"">CLU</a>,<sup class=""reference"" id=""cite_ref-history-cpp-paper_1-1""><a href=""#cite_note-history-cpp-paper-1"">[1]</a></sup> <a href=""/wiki/ML_(programming_language)"" title=""ML (programming language)"">ML</a>, <a href=""/wiki/Mesa_(programming_language)"" title=""Mesa (programming language)"">Mesa</a>,<sup class=""reference"" id=""cite_ref-history-cpp-paper_1-2""><a href=""#cite_note-history-cpp-paper-1"">[1]</a></sup> <a href=""/wiki/Modula-2"" title=""Modula-2"">Modula-2</a>,<sup class=""reference"" id=""cite_ref-history-cpp-paper_1-3""><a href=""#cite_note-history-cpp-paper-1"">[1]</a></sup> <a href=""/wiki/Simula"" title=""Simula"">Simula</a>, <a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a><sup class=""reference"" id=""cite_ref-history-cpp-paper_1-4""><a href=""#cite_note-history-cpp-paper-1"">[1]</a></sup></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Ada_(programming_language)"" title=""Ada (programming language)"">Ada 95</a>, <a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>,<sup class=""reference"" id=""cite_ref-influenceSharp_3-0""><a href=""#cite_note-influenceSharp-3"">[3]</a></sup> <a href=""/wiki/C99"" title=""C99"">C99</a>, <a href=""/wiki/Chapel_(programming_language)"" title=""Chapel (programming language)"">Chapel</a>,<sup class=""reference"" id=""cite_ref-chplspec_4-0""><a href=""#cite_note-chplspec-4"">[4]</a></sup> <a href=""/wiki/Clojure"" title=""Clojure"">Clojure</a>,<sup class=""reference"" id=""cite_ref-5""><a href=""#cite_note-5"">[5]</a></sup> <a href=""/wiki/D_(programming_language)"" title=""D (programming language)"">D</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>,<sup class=""reference"" id=""cite_ref-6""><a href=""#cite_note-6"">[6]</a></sup> <a href=""/wiki/JS%2B%2B"" title=""JS++"">JS++</a>,<sup class=""reference"" id=""cite_ref-7""><a href=""#cite_note-7"">[7]</a></sup> <a href=""/wiki/Lua_(programming_language)"" title=""Lua (programming language)"">Lua</a>, <a href=""/wiki/Nim_(programming_language)"" title=""Nim (programming language)"">Nim</a>,<sup class=""reference"" id=""cite_ref-8""><a href=""#cite_note-8"">[8]</a></sup> <a class=""mw-redirect"" href=""/wiki/Objective-C%2B%2B"" title=""Objective-C++"">Objective-C++</a>, <a href=""/wiki/Perl"" title=""Perl"">Perl</a>, <a href=""/wiki/PHP"" title=""PHP"">PHP</a>, <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a>,<sup class=""reference"" id=""cite_ref-9""><a href=""#cite_note-9"">[9]</a></sup> <a href=""/wiki/Rust_(programming_language)"" title=""Rust (programming language)"">Rust</a>, <a href=""/wiki/Seed7"" title=""Seed7"">Seed7</a></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/C%2B%2B_Programming"" title=""wikibooks:C++ Programming"">C++ Programming</a> at Wikibooks</li></ul>
</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Ada_(programming_language)"" title=""Ada (programming language)"">Ada 95</a>, <a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>,<sup class=""reference"" id=""cite_ref-influenceSharp_3-0""><a href=""#cite_note-influenceSharp-3"">[3]</a></sup> <a href=""/wiki/C99"" title=""C99"">C99</a>, <a href=""/wiki/Chapel_(programming_language)"" title=""Chapel (programming language)"">Chapel</a>,<sup class=""reference"" id=""cite_ref-chplspec_4-0""><a href=""#cite_note-chplspec-4"">[4]</a></sup> <a href=""/wiki/Clojure"" title=""Clojure"">Clojure</a>,<sup class=""reference"" id=""cite_ref-5""><a href=""#cite_note-5"">[5]</a></sup> <a href=""/wiki/D_(programming_language)"" title=""D (programming language)"">D</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>,<sup class=""reference"" id=""cite_ref-6""><a href=""#cite_note-6"">[6]</a></sup> <a href=""/wiki/JS%2B%2B"" title=""JS++"">JS++</a>,<sup class=""reference"" id=""cite_ref-7""><a href=""#cite_note-7"">[7]</a></sup> <a href=""/wiki/Lua_(programming_language)"" title=""Lua (programming language)"">Lua</a>, <a href=""/wiki/Nim_(programming_language)"" title=""Nim (programming language)"">Nim</a>,<sup class=""reference"" id=""cite_ref-8""><a href=""#cite_note-8"">[8]</a></sup> <a class=""mw-redirect"" href=""/wiki/Objective-C%2B%2B"" title=""Objective-C++"">Objective-C++</a>, <a href=""/wiki/Perl"" title=""Perl"">Perl</a>, <a href=""/wiki/PHP"" title=""PHP"">PHP</a>, <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a>,<sup class=""reference"" id=""cite_ref-9""><a href=""#cite_note-9"">[9]</a></sup> <a href=""/wiki/Rust_(programming_language)"" title=""Rust (programming language)"">Rust</a>, <a href=""/wiki/Seed7"" title=""Seed7"">Seed7</a></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/C%2B%2B_Programming"" title=""wikibooks:C++ Programming"">C++ Programming</a> at Wikibooks</li></ul>
</td></tr>]"
